,pct_veg,gridcell,pft,biome
12,1.873211896817884,299,c3_arctic_grass,8.0
13,9.27811474311702,299,c3_non-arctic_grass,8.0
14,0.0,299,c4_grass,8.0
15,0.0017059984395118855,299,c3_crop,8.0
16,0.0,299,c3_irrigated,8.0
0,4.755500881611327e-09,300,not_vegetated,9.0
1,0.0,300,needleleaf_evergreen_temperate_tree,9.0
2,1.7966716412498576,300,needleleaf_evergreen_boreal_tree,9.0
3,77.15688280248415,300,needleleaf_deciduous_boreal_tree,9.0
4,0.0,300,broadleaf_evergreen_tropical_tree,9.0
5,0.0,300,broadleaf_evergreen_temperate_tree,9.0
6,0.0,300,broadleaf_deciduous_tropical_tree,9.0
7,0.0,300,broadleaf_deciduous_temperate_tree,9.0
8,0.002233814812781053,300,broadleaf_deciduous_boreal_tree,9.0
9,0.0,300,broadleaf_evergreen_shrub,9.0
10,0.0,300,broadleaf_deciduous_temperate_shrub,9.0
11,5.1833312409813965,300,broadleaf_deciduous_boreal_shrub,9.0
12,15.836465291535083,300,c3_arctic_grass,9.0
13,0.02441520418122365,300,c3_non-arctic_grass,9.0
14,0.0,300,c4_grass,9.0
15,0.0,300,c3_crop,9.0
16,0.0,300,c3_irrigated,9.0
0,0.0023391771057476047,301,not_vegetated,9.0
1,0.0,301,needleleaf_evergreen_temperate_tree,9.0
2,0.1357070914640472,301,needleleaf_evergreen_boreal_tree,9.0
3,78.63944551817836,301,needleleaf_deciduous_boreal_tree,9.0
4,0.0,301,broadleaf_evergreen_tropical_tree,9.0
5,0.0,301,broadleaf_evergreen_temperate_tree,9.0
6,0.0,301,broadleaf_deciduous_tropical_tree,9.0
7,0.0,301,broadleaf_deciduous_temperate_tree,9.0
8,0.01263130717726232,301,broadleaf_deciduous_boreal_tree,9.0
9,0.0,301,broadleaf_evergreen_shrub,9.0
10,0.0,301,broadleaf_deciduous_temperate_shrub,9.0
11,3.0866895263629934,301,broadleaf_deciduous_boreal_shrub,9.0
12,9.2088743684734,301,c3_arctic_grass,9.0
13,8.914309620395867,301,c3_non-arctic_grass,9.0
14,0.0,301,c4_grass,9.0
15,0.0,301,c3_crop,9.0
16,0.0,301,c3_irrigated,9.0
0,8.23885238549761,302,not_vegetated,9.0
1,0.0,302,needleleaf_evergreen_temperate_tree,9.0
2,0.8367631949542059,302,needleleaf_evergreen_boreal_tree,9.0
3,4.1770752127110375,302,needleleaf_deciduous_boreal_tree,9.0
4,0.0,302,broadleaf_evergreen_tropical_tree,9.0
5,0.0,302,broadleaf_evergreen_temperate_tree,9.0
6,0.0,302,broadleaf_deciduous_tropical_tree,9.0
7,0.0,302,broadleaf_deciduous_temperate_tree,9.0
8,0.5571735230953048,302,broadleaf_deciduous_boreal_tree,9.0
9,0.0,302,broadleaf_evergreen_shrub,9.0
10,0.0,302,broadleaf_deciduous_temperate_shrub,9.0
11,43.05821933741018,302,broadleaf_deciduous_boreal_shrub,9.0
12,43.13191634633167,302,c3_arctic_grass,9.0
13,0.0,302,c3_non-arctic_grass,9.0
14,0.0,302,c4_grass,9.0
15,0.0,302,c3_crop,9.0
16,0.0,302,c3_irrigated,9.0
0,0.30988379400157184,303,not_vegetated,8.0
1,0.0,303,needleleaf_evergreen_temperate_tree,8.0
2,22.886849924459522,303,needleleaf_evergreen_boreal_tree,8.0
3,0.055307821403369754,303,needleleaf_deciduous_boreal_tree,8.0
4,0.0,303,broadleaf_evergreen_tropical_tree,8.0
5,0.0,303,broadleaf_evergreen_temperate_tree,8.0
6,0.0,303,broadleaf_deciduous_tropical_tree,8.0
7,0.0,303,broadleaf_deciduous_temperate_tree,8.0
8,1.882817802242143,303,broadleaf_deciduous_boreal_tree,8.0
9,0.0,303,broadleaf_evergreen_shrub,8.0
10,0.0,303,broadleaf_deciduous_temperate_shrub,8.0
11,34.35047808032765,303,broadleaf_deciduous_boreal_shrub,8.0
12,35.51466512069745,303,c3_arctic_grass,8.0
13,0.0,303,c3_non-arctic_grass,8.0
14,0.0,303,c4_grass,8.0
15,0.0,303,c3_crop,8.0
16,0.0,303,c3_irrigated,8.0
0,15.18201407222963,304,not_vegetated,8.0
1,0.0,304,needleleaf_evergreen_temperate_tree,8.0
2,14.628382493746091,304,needleleaf_evergreen_boreal_tree,8.0
3,0.02520026737901257,304,needleleaf_deciduous_boreal_tree,8.0
4,0.0,304,broadleaf_evergreen_tropical_tree,8.0
5,0.0,304,broadleaf_evergreen_temperate_tree,8.0
6,0.0,304,broadleaf_deciduous_tropical_tree,8.0
7,0.0,304,broadleaf_deciduous_temperate_tree,8.0
8,2.8199067236121875,304,broadleaf_deciduous_boreal_tree,8.0
9,0.0,304,broadleaf_evergreen_shrub,8.0
10,0.0,304,broadleaf_deciduous_temperate_shrub,8.0
11,10.880095146428065,304,broadleaf_deciduous_boreal_shrub,8.0
12,40.46441062142128,304,c3_arctic_grass,8.0
13,0.0,304,c3_non-arctic_grass,8.0
14,0.0,304,c4_grass,8.0
15,0.0,304,c3_crop,8.0
16,0.0,304,c3_irrigated,8.0
0,12.9175477066286,305,not_vegetated,8.0
1,0.0,305,needleleaf_evergreen_temperate_tree,8.0
2,18.880223836656157,305,needleleaf_evergreen_boreal_tree,8.0
3,0.07754763252802167,305,needleleaf_deciduous_boreal_tree,8.0
4,0.0,305,broadleaf_evergreen_tropical_tree,8.0
5,0.0,305,broadleaf_evergreen_temperate_tree,8.0
6,0.0,305,broadleaf_deciduous_tropical_tree,8.0
7,0.0,305,broadleaf_deciduous_temperate_tree,8.0
8,1.2408057560365753,305,broadleaf_deciduous_boreal_tree,8.0
9,0.0,305,broadleaf_evergreen_shrub,8.0
10,0.0,305,broadleaf_deciduous_temperate_shrub,8.0
11,10.102449612899555,305,broadleaf_deciduous_boreal_shrub,8.0
12,32.71323835784274,305,c3_arctic_grass,8.0
13,1.0893825796998158e-07,305,c3_non-arctic_grass,8.0
14,0.0,305,c4_grass,8.0
15,0.06820224726032953,305,c3_crop,8.0
16,0.0,305,c3_irrigated,8.0
0,0.6474198499637001,306,not_vegetated,8.0
1,0.0,306,needleleaf_evergreen_temperate_tree,8.0
2,56.29157213907316,306,needleleaf_evergreen_boreal_tree,8.0
3,0.009445424550268644,306,needleleaf_deciduous_boreal_tree,8.0
4,0.0,306,broadleaf_evergreen_tropical_tree,8.0
5,0.0,306,broadleaf_evergreen_temperate_tree,8.0
6,0.0,306,broadleaf_deciduous_tropical_tree,8.0
7,0.0,306,broadleaf_deciduous_temperate_tree,8.0
8,0.6229086853009497,306,broadleaf_deciduous_boreal_tree,8.0
9,0.0,306,broadleaf_evergreen_shrub,8.0
10,0.0,306,broadleaf_deciduous_temperate_shrub,8.0
11,6.934871836318784,306,broadleaf_deciduous_boreal_shrub,8.0
12,32.49378291250369,306,c3_arctic_grass,8.0
13,0.0,306,c3_non-arctic_grass,8.0
14,0.0,306,c4_grass,8.0
15,0.0,306,c3_crop,8.0
16,0.0,306,c3_irrigated,8.0
0,17.713076265625254,307,not_vegetated,9.0
1,0.0,307,needleleaf_evergreen_temperate_tree,9.0
2,0.6093591697279173,307,needleleaf_evergreen_boreal_tree,9.0
3,0.0,307,needleleaf_deciduous_boreal_tree,9.0
4,0.0,307,broadleaf_evergreen_tropical_tree,9.0
5,0.0,307,broadleaf_evergreen_temperate_tree,9.0
6,0.0,307,broadleaf_deciduous_tropical_tree,9.0
7,0.0,307,broadleaf_deciduous_temperate_tree,9.0
8,0.015062330803677998,307,broadleaf_deciduous_boreal_tree,9.0
9,0.0,307,broadleaf_evergreen_shrub,9.0
10,0.0,307,broadleaf_deciduous_temperate_shrub,9.0
11,0.35883636109147027,307,broadleaf_deciduous_boreal_shrub,9.0
12,5.303645527698,307,c3_arctic_grass,9.0
13,0.0,307,c3_non-arctic_grass,9.0
14,0.0,307,c4_grass,9.0
15,0.0,307,c3_crop,9.0
16,0.0,307,c3_irrigated,9.0
0,0.0,308,not_vegetated,5.0
1,0.7676930497103598,308,needleleaf_evergreen_temperate_tree,5.0
2,73.88907356282222,308,needleleaf_evergreen_boreal_tree,5.0
3,0.13876907235485028,308,needleleaf_deciduous_boreal_tree,5.0
4,0.0,308,broadleaf_evergreen_tropical_tree,5.0
5,0.0,308,broadleaf_evergreen_temperate_tree,5.0
6,0.0,308,broadleaf_deciduous_tropical_tree,5.0
7,0.13557260847165864,308,broadleaf_deciduous_temperate_tree,5.0
8,5.992079793071414,308,broadleaf_deciduous_boreal_tree,5.0
9,0.0,308,broadleaf_evergreen_shrub,5.0
10,0.0,308,broadleaf_deciduous_temperate_shrub,5.0
11,0.0,308,broadleaf_deciduous_boreal_shrub,5.0
12,3.403713729423613,308,c3_arctic_grass,5.0
13,11.282079684114281,308,c3_non-arctic_grass,5.0
14,0.0,308,c4_grass,5.0
15,2.140097053357265,308,c3_crop,5.0
16,0.0,308,c3_irrigated,5.0
0,0.03234686564337367,309,not_vegetated,8.0
1,1.823379019327919e-06,309,needleleaf_evergreen_temperate_tree,8.0
2,71.61297608812318,309,needleleaf_evergreen_boreal_tree,8.0
3,3.826280064806137,309,needleleaf_deciduous_boreal_tree,8.0
4,0.0,309,broadleaf_evergreen_tropical_tree,8.0
5,0.0,309,broadleaf_evergreen_temperate_tree,8.0
6,0.0,309,broadleaf_deciduous_tropical_tree,8.0
7,5.527112696345974e-09,309,broadleaf_deciduous_temperate_tree,8.0
8,0.34266811016275667,309,broadleaf_deciduous_boreal_tree,8.0
9,0.0,309,broadleaf_evergreen_shrub,8.0
10,8.092366942562592e-10,309,broadleaf_deciduous_temperate_shrub,8.0
11,0.17058043626587824,309,broadleaf_deciduous_boreal_shrub,8.0
12,17.281423502482884,309,c3_arctic_grass,8.0
13,6.733723098207809,309,c3_non-arctic_grass,8.0
14,0.0,309,c4_grass,8.0
15,4.592605709792523e-09,309,c3_crop,8.0
16,0.0,309,c3_irrigated,8.0
0,1.2526838946284307,310,not_vegetated,8.0
1,0.0,310,needleleaf_evergreen_temperate_tree,8.0
2,7.18359962066806,310,needleleaf_evergreen_boreal_tree,8.0
3,10.618169391687843,310,needleleaf_deciduous_boreal_tree,8.0
4,0.0,310,broadleaf_evergreen_tropical_tree,8.0
5,0.0,310,broadleaf_evergreen_temperate_tree,8.0
6,0.0,310,broadleaf_deciduous_tropical_tree,8.0
7,0.0,310,broadleaf_deciduous_temperate_tree,8.0
8,0.19152917116115176,310,broadleaf_deciduous_boreal_tree,8.0
9,0.0,310,broadleaf_evergreen_shrub,8.0
10,0.0,310,broadleaf_deciduous_temperate_shrub,8.0
11,7.159842319776228,310,broadleaf_deciduous_boreal_shrub,8.0
12,69.59412677828959,310,c3_arctic_grass,8.0
13,4.4884353037843994e-05,310,c3_non-arctic_grass,8.0
14,0.0,310,c4_grass,8.0
15,0.0,310,c3_crop,8.0
16,0.0,310,c3_irrigated,8.0
0,0.29619808340801956,311,not_vegetated,8.0
1,0.0,311,needleleaf_evergreen_temperate_tree,8.0
2,18.47834628200684,311,needleleaf_evergreen_boreal_tree,8.0
3,12.338154741205392,311,needleleaf_deciduous_boreal_tree,8.0
4,0.0,311,broadleaf_evergreen_tropical_tree,8.0
5,0.0,311,broadleaf_evergreen_temperate_tree,8.0
6,0.0,311,broadleaf_deciduous_tropical_tree,8.0
7,0.0,311,broadleaf_deciduous_temperate_tree,8.0
8,0.0606459577652369,311,broadleaf_deciduous_boreal_tree,8.0
9,0.0,311,broadleaf_evergreen_shrub,8.0
10,0.0,311,broadleaf_deciduous_temperate_shrub,8.0
11,5.14448355674207,311,broadleaf_deciduous_boreal_shrub,8.0
12,61.68213321087513,311,c3_arctic_grass,8.0
13,3.721432306491579e-05,311,c3_non-arctic_grass,8.0
14,0.0,311,c4_grass,8.0
15,0.0,311,c3_crop,8.0
16,0.0,311,c3_irrigated,8.0
0,0.004431383887367641,312,not_vegetated,9.0
1,0.0,312,needleleaf_evergreen_temperate_tree,9.0
2,29.441237984469613,312,needleleaf_evergreen_boreal_tree,9.0
3,17.912127016831114,312,needleleaf_deciduous_boreal_tree,9.0
4,0.0,312,broadleaf_evergreen_tropical_tree,9.0
5,0.0,312,broadleaf_evergreen_temperate_tree,9.0
6,0.0,312,broadleaf_deciduous_tropical_tree,9.0
7,0.0,312,broadleaf_deciduous_temperate_tree,9.0
8,0.7082096688044213,312,broadleaf_deciduous_boreal_tree,9.0
9,0.0,312,broadleaf_evergreen_shrub,9.0
10,0.0,312,broadleaf_deciduous_temperate_shrub,9.0
11,15.899578035007018,312,broadleaf_deciduous_boreal_shrub,9.0
12,36.03441590704873,312,c3_arctic_grass,9.0
13,3.951729722097286e-09,312,c3_non-arctic_grass,9.0
14,0.0,312,c4_grass,9.0
15,0.0,312,c3_crop,9.0
16,0.0,312,c3_irrigated,9.0
0,0.003802187069929637,313,not_vegetated,9.0
1,0.0,313,needleleaf_evergreen_temperate_tree,9.0
2,0.08220203538039461,313,needleleaf_evergreen_boreal_tree,9.0
3,83.57248885910937,313,needleleaf_deciduous_boreal_tree,9.0
4,0.0,313,broadleaf_evergreen_tropical_tree,9.0
5,0.0,313,broadleaf_evergreen_temperate_tree,9.0
6,0.0,313,broadleaf_deciduous_tropical_tree,9.0
7,0.0,313,broadleaf_deciduous_temperate_tree,9.0
8,1.3614503515876897e-08,313,broadleaf_deciduous_boreal_tree,9.0
9,0.0,313,broadleaf_evergreen_shrub,9.0
10,0.0,313,broadleaf_deciduous_temperate_shrub,9.0
11,0.3760807736652181,313,broadleaf_deciduous_boreal_shrub,9.0
12,7.702302511151693,313,c3_arctic_grass,9.0
13,5.263126481031624,313,c3_non-arctic_grass,9.0
14,0.0,313,c4_grass,9.0
15,0.0,313,c3_crop,9.0
16,0.0,313,c3_irrigated,9.0
0,1.594938623506449,314,not_vegetated,9.0
1,0.0,314,needleleaf_evergreen_temperate_tree,9.0
2,0.2230976972995211,314,needleleaf_evergreen_boreal_tree,9.0
3,31.534239546929037,314,needleleaf_deciduous_boreal_tree,9.0
4,0.0,314,broadleaf_evergreen_tropical_tree,9.0
5,0.0,314,broadleaf_evergreen_temperate_tree,9.0
6,0.0,314,broadleaf_deciduous_tropical_tree,9.0
7,0.0,314,broadleaf_deciduous_temperate_tree,9.0
8,1.9347610934036927,314,broadleaf_deciduous_boreal_tree,9.0
9,0.0,314,broadleaf_evergreen_shrub,9.0
10,0.0,314,broadleaf_deciduous_temperate_shrub,9.0
11,36.79236244077013,314,broadleaf_deciduous_boreal_shrub,9.0
12,24.48992717702844,314,c3_arctic_grass,9.0
13,0.4306743747369879,314,c3_non-arctic_grass,9.0
14,0.0,314,c4_grass,9.0
15,0.0,314,c3_crop,9.0
16,0.0,314,c3_irrigated,9.0
0,1.0678219620126148,315,not_vegetated,9.0
1,0.0,315,needleleaf_evergreen_temperate_tree,9.0
2,1.8750703023197732,315,needleleaf_evergreen_boreal_tree,9.0
3,11.471545904218225,315,needleleaf_deciduous_boreal_tree,9.0
4,0.0,315,broadleaf_evergreen_tropical_tree,9.0
5,0.0,315,broadleaf_evergreen_temperate_tree,9.0
6,0.0,315,broadleaf_deciduous_tropical_tree,9.0
7,0.0,315,broadleaf_deciduous_temperate_tree,9.0
8,1.059821465136225,315,broadleaf_deciduous_boreal_tree,9.0
9,0.0,315,broadleaf_evergreen_shrub,9.0
10,0.0,315,broadleaf_deciduous_temperate_shrub,9.0
11,50.91024778991129,315,broadleaf_deciduous_boreal_shrub,9.0
12,31.615494483750364,315,c3_arctic_grass,9.0
13,0.0,315,c3_non-arctic_grass,9.0
14,0.0,315,c4_grass,9.0
15,0.0,315,c3_crop,9.0
16,0.0,315,c3_irrigated,9.0
0,9.86859513376047,316,not_vegetated,8.0
1,0.0,316,needleleaf_evergreen_temperate_tree,8.0
2,22.796430912818632,316,needleleaf_evergreen_boreal_tree,8.0
3,0.009933304242687388,316,needleleaf_deciduous_boreal_tree,8.0
4,0.0,316,broadleaf_evergreen_tropical_tree,8.0
5,0.0,316,broadleaf_evergreen_temperate_tree,8.0
6,0.0,316,broadleaf_deciduous_tropical_tree,8.0
7,0.0,316,broadleaf_deciduous_temperate_tree,8.0
8,1.5730976344098953,316,broadleaf_deciduous_boreal_tree,8.0
9,0.0,316,broadleaf_evergreen_shrub,8.0
10,0.0,316,broadleaf_deciduous_temperate_shrub,8.0
11,24.348591718103243,316,broadleaf_deciduous_boreal_shrub,8.0
12,31.831804295456188,316,c3_arctic_grass,8.0
13,1.381848521254775,316,c3_non-arctic_grass,8.0
14,0.0,316,c4_grass,8.0
15,0.18970212580351448,316,c3_crop,8.0
16,0.0,316,c3_irrigated,8.0
0,1.1130976775618202,317,not_vegetated,9.0
1,0.0,317,needleleaf_evergreen_temperate_tree,9.0
2,7.965373441660265,317,needleleaf_evergreen_boreal_tree,9.0
3,0.17078360965853207,317,needleleaf_deciduous_boreal_tree,9.0
4,0.0,317,broadleaf_evergreen_tropical_tree,9.0
5,0.0,317,broadleaf_evergreen_temperate_tree,9.0
6,0.0,317,broadleaf_deciduous_tropical_tree,9.0
7,0.0,317,broadleaf_deciduous_temperate_tree,9.0
8,0.7609913237283026,317,broadleaf_deciduous_boreal_tree,9.0
9,0.0,317,broadleaf_evergreen_shrub,9.0
10,0.0,317,broadleaf_deciduous_temperate_shrub,9.0
11,36.06061947086481,317,broadleaf_deciduous_boreal_shrub,9.0
12,30.929141826205957,317,c3_arctic_grass,9.0
13,2.7971430743845005e-07,317,c3_non-arctic_grass,9.0
14,0.0,317,c4_grass,9.0
15,0.0,317,c3_crop,9.0
16,0.0,317,c3_irrigated,9.0
0,1.9055163118371772,318,not_vegetated,9.0
1,0.0,318,needleleaf_evergreen_temperate_tree,9.0
2,2.679736893007824,318,needleleaf_evergreen_boreal_tree,9.0
3,0.06755741958068473,318,needleleaf_deciduous_boreal_tree,9.0
4,0.0,318,broadleaf_evergreen_tropical_tree,9.0
5,0.0,318,broadleaf_evergreen_temperate_tree,9.0
6,0.0,318,broadleaf_deciduous_tropical_tree,9.0
7,0.0,318,broadleaf_deciduous_temperate_tree,9.0
8,0.9649708940807618,318,broadleaf_deciduous_boreal_tree,9.0
9,0.0,318,broadleaf_evergreen_shrub,9.0
10,0.0,318,broadleaf_deciduous_temperate_shrub,9.0
11,44.15140719013286,318,broadleaf_deciduous_boreal_shrub,9.0
12,30.230813198709203,318,c3_arctic_grass,9.0
13,0.0,318,c3_non-arctic_grass,9.0
14,0.0,318,c4_grass,9.0
15,0.0,318,c3_crop,9.0
16,0.0,318,c3_irrigated,9.0
0,51.38745753670408,319,not_vegetated,9.0
1,0.0,319,needleleaf_evergreen_temperate_tree,9.0
2,0.9223149857261337,319,needleleaf_evergreen_boreal_tree,9.0
3,0.0,319,needleleaf_deciduous_boreal_tree,9.0
4,0.0,319,broadleaf_evergreen_tropical_tree,9.0
5,0.0,319,broadleaf_evergreen_temperate_tree,9.0
6,0.0,319,broadleaf_deciduous_tropical_tree,9.0
7,0.0,319,broadleaf_deciduous_temperate_tree,9.0
8,1.1316966724850275e-07,319,broadleaf_deciduous_boreal_tree,9.0
9,0.0,319,broadleaf_evergreen_shrub,9.0
10,0.0,319,broadleaf_deciduous_temperate_shrub,9.0
11,2.6913980561429858,319,broadleaf_deciduous_boreal_shrub,9.0
12,43.99882740090863,319,c3_arctic_grass,9.0
13,0.0,319,c3_non-arctic_grass,9.0
14,0.0,319,c4_grass,9.0
15,0.0,319,c3_crop,9.0
16,0.0,319,c3_irrigated,9.0
0,38.30973100659287,320,not_vegetated,8.0
1,0.0,320,needleleaf_evergreen_temperate_tree,8.0
2,0.11467704795436408,320,needleleaf_evergreen_boreal_tree,8.0
3,0.0,320,needleleaf_deciduous_boreal_tree,8.0
4,0.0,320,broadleaf_evergreen_tropical_tree,8.0
5,0.0,320,broadleaf_evergreen_temperate_tree,8.0
6,0.0,320,broadleaf_deciduous_tropical_tree,8.0
7,0.0,320,broadleaf_deciduous_temperate_tree,8.0
8,0.0,320,broadleaf_deciduous_boreal_tree,8.0
9,0.0,320,broadleaf_evergreen_shrub,8.0
10,0.0,320,broadleaf_deciduous_temperate_shrub,8.0
11,0.0,320,broadleaf_deciduous_boreal_shrub,8.0
12,5.575549983785826,320,c3_arctic_grass,8.0
13,0.0,320,c3_non-arctic_grass,8.0
14,0.0,320,c4_grass,8.0
15,0.0,320,c3_crop,8.0
16,0.0,320,c3_irrigated,8.0
0,1.1806179190058247e-06,321,not_vegetated,8.0
1,0.0,321,needleleaf_evergreen_temperate_tree,8.0
2,43.6355762849084,321,needleleaf_evergreen_boreal_tree,8.0
3,0.4245708290534619,321,needleleaf_deciduous_boreal_tree,8.0
4,0.0,321,broadleaf_evergreen_tropical_tree,8.0
5,0.0,321,broadleaf_evergreen_temperate_tree,8.0
6,0.0,321,broadleaf_deciduous_tropical_tree,8.0
7,0.0,321,broadleaf_deciduous_temperate_tree,8.0
8,1.2678346330880859,321,broadleaf_deciduous_boreal_tree,8.0
9,0.0,321,broadleaf_evergreen_shrub,8.0
10,0.0,321,broadleaf_deciduous_temperate_shrub,8.0
11,0.3120773171661017,321,broadleaf_deciduous_boreal_shrub,8.0
12,33.79828639767909,321,c3_arctic_grass,8.0
13,2.561654430791151,321,c3_non-arctic_grass,8.0
14,0.0,321,c4_grass,8.0
15,0.0,321,c3_crop,8.0
16,0.0,321,c3_irrigated,8.0
0,1.3157698705579257e-07,322,not_vegetated,5.0
1,0.0,322,needleleaf_evergreen_temperate_tree,5.0
2,50.89841847279996,322,needleleaf_evergreen_boreal_tree,5.0
3,0.20268390227301816,322,needleleaf_deciduous_boreal_tree,5.0
4,0.0,322,broadleaf_evergreen_tropical_tree,5.0
5,0.0,322,broadleaf_evergreen_temperate_tree,5.0
6,0.0,322,broadleaf_deciduous_tropical_tree,5.0
7,0.0,322,broadleaf_deciduous_temperate_tree,5.0
8,2.1876087960056587,322,broadleaf_deciduous_boreal_tree,5.0
9,0.0,322,broadleaf_evergreen_shrub,5.0
10,0.0,322,broadleaf_deciduous_temperate_shrub,5.0
11,3.7427458413429564,322,broadleaf_deciduous_boreal_shrub,5.0
12,25.067790701251532,322,c3_arctic_grass,5.0
13,16.231296308058184,322,c3_non-arctic_grass,5.0
14,0.0,322,c4_grass,5.0
15,0.0,322,c3_crop,5.0
16,0.0,322,c3_irrigated,5.0
0,3.1362974638636225,323,not_vegetated,8.0
1,0.0,323,needleleaf_evergreen_temperate_tree,8.0
2,27.944416162664844,323,needleleaf_evergreen_boreal_tree,8.0
3,0.1783694799437338,323,needleleaf_deciduous_boreal_tree,8.0
4,0.0,323,broadleaf_evergreen_tropical_tree,8.0
5,0.0,323,broadleaf_evergreen_temperate_tree,8.0
6,0.0,323,broadleaf_deciduous_tropical_tree,8.0
7,0.0,323,broadleaf_deciduous_temperate_tree,8.0
8,1.0183491512530312,323,broadleaf_deciduous_boreal_tree,8.0
9,0.0,323,broadleaf_evergreen_shrub,8.0
10,0.0,323,broadleaf_deciduous_temperate_shrub,8.0
11,27.742485348470428,323,broadleaf_deciduous_boreal_shrub,8.0
12,39.98008112223852,323,c3_arctic_grass,8.0
13,0.0,323,c3_non-arctic_grass,8.0
14,0.0,323,c4_grass,8.0
15,0.0,323,c3_crop,8.0
16,0.0,323,c3_irrigated,8.0
0,19.139918839324167,324,not_vegetated,9.0
1,0.0,324,needleleaf_evergreen_temperate_tree,9.0
2,1.274834217678792,324,needleleaf_evergreen_boreal_tree,9.0
3,5.048814017073749,324,needleleaf_deciduous_boreal_tree,9.0
4,0.0,324,broadleaf_evergreen_tropical_tree,9.0
5,0.0,324,broadleaf_evergreen_temperate_tree,9.0
6,0.0,324,broadleaf_deciduous_tropical_tree,9.0
7,0.0,324,broadleaf_deciduous_temperate_tree,9.0
8,2.0398215030606823,324,broadleaf_deciduous_boreal_tree,9.0
9,0.0,324,broadleaf_evergreen_shrub,9.0
10,0.0,324,broadleaf_deciduous_temperate_shrub,9.0
11,44.70810031234555,324,broadleaf_deciduous_boreal_shrub,9.0
12,27.788508567385414,324,c3_arctic_grass,9.0
13,0.0,324,c3_non-arctic_grass,9.0
14,0.0,324,c4_grass,9.0
15,0.0,324,c3_crop,9.0
16,0.0,324,c3_irrigated,9.0
0,7.446901878160151,325,not_vegetated,9.0
1,0.0,325,needleleaf_evergreen_temperate_tree,9.0
2,0.12202828060764737,325,needleleaf_evergreen_boreal_tree,9.0
3,2.8060656156828836,325,needleleaf_deciduous_boreal_tree,9.0
4,0.0,325,broadleaf_evergreen_tropical_tree,9.0
5,0.0,325,broadleaf_evergreen_temperate_tree,9.0
6,0.0,325,broadleaf_deciduous_tropical_tree,9.0
7,0.0,325,broadleaf_deciduous_temperate_tree,9.0
8,0.2893985533111638,325,broadleaf_deciduous_boreal_tree,9.0
9,0.0,325,broadleaf_evergreen_shrub,9.0
10,0.0,325,broadleaf_deciduous_temperate_shrub,9.0
11,58.57458492891552,325,broadleaf_deciduous_boreal_shrub,9.0
12,30.761019471756807,325,c3_arctic_grass,9.0
13,0.0,325,c3_non-arctic_grass,9.0
14,0.0,325,c4_grass,9.0
15,0.0,325,c3_crop,9.0
16,0.0,325,c3_irrigated,9.0
0,1.5497027136801433,326,not_vegetated,9.0
1,0.0,326,needleleaf_evergreen_temperate_tree,9.0
2,0.0056292923847416155,326,needleleaf_evergreen_boreal_tree,9.0
3,3.9338869237480893,326,needleleaf_deciduous_boreal_tree,9.0
4,0.0,326,broadleaf_evergreen_tropical_tree,9.0
5,0.0,326,broadleaf_evergreen_temperate_tree,9.0
6,0.0,326,broadleaf_deciduous_tropical_tree,9.0
7,0.0,326,broadleaf_deciduous_temperate_tree,9.0
8,0.6678600888818257,326,broadleaf_deciduous_boreal_tree,9.0
9,0.0,326,broadleaf_evergreen_shrub,9.0
10,0.0,326,broadleaf_deciduous_temperate_shrub,9.0
11,59.44426470098717,326,broadleaf_deciduous_boreal_shrub,9.0
12,32.398658823449665,326,c3_arctic_grass,9.0
13,0.0,326,c3_non-arctic_grass,9.0
14,0.0,326,c4_grass,9.0
15,0.0,326,c3_crop,9.0
16,0.0,326,c3_irrigated,9.0
0,1.7321040740211726,327,not_vegetated,9.0
1,0.0,327,needleleaf_evergreen_temperate_tree,9.0
2,0.04243990142559055,327,needleleaf_evergreen_boreal_tree,9.0
3,3.2219279742232594,327,needleleaf_deciduous_boreal_tree,9.0
4,0.0,327,broadleaf_evergreen_tropical_tree,9.0
5,0.0,327,broadleaf_evergreen_temperate_tree,9.0
6,0.0,327,broadleaf_deciduous_tropical_tree,9.0
7,0.0,327,broadleaf_deciduous_temperate_tree,9.0
8,0.04672448257349755,327,broadleaf_deciduous_boreal_tree,9.0
9,0.0,327,broadleaf_evergreen_shrub,9.0
10,0.0,327,broadleaf_deciduous_temperate_shrub,9.0
11,56.90108334824511,327,broadleaf_deciduous_boreal_shrub,9.0
12,32.05572784890633,327,c3_arctic_grass,9.0
13,0.0,327,c3_non-arctic_grass,9.0
14,0.0,327,c4_grass,9.0
15,0.0,327,c3_crop,9.0
16,0.0,327,c3_irrigated,9.0
0,11.821670366645048,328,not_vegetated,0.0
1,0.0,328,needleleaf_evergreen_temperate_tree,0.0
2,0.1115063660123624,328,needleleaf_evergreen_boreal_tree,0.0
3,0.0,328,needleleaf_deciduous_boreal_tree,0.0
4,0.0,328,broadleaf_evergreen_tropical_tree,0.0
5,0.0,328,broadleaf_evergreen_temperate_tree,0.0
6,0.0,328,broadleaf_deciduous_tropical_tree,0.0
7,0.0,328,broadleaf_deciduous_temperate_tree,0.0
8,0.6518818763624603,328,broadleaf_deciduous_boreal_tree,0.0
9,0.0,328,broadleaf_evergreen_shrub,0.0
10,0.0,328,broadleaf_deciduous_temperate_shrub,0.0
11,37.30504401559089,328,broadleaf_deciduous_boreal_shrub,0.0
12,50.10989737538927,328,c3_arctic_grass,0.0
